Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Peptic ulcer diseae,vomiting,internal_itching,abdominal_pain,loss_of_appetite,back_pain,passage_of_gases,indigestion,,,,,,,,,,
Peptic ulcer diseae,loss_of_appetite,abdominal_pain,back_pain,internal_itching,indigestion,vomiting,,,,,,,,,,,
Peptic ulcer diseae,loss_of_appetite,vomiting,back_pain,indigestion,passage_of_gases,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_during_bowel_movements,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,pain_in_anal_region,constipation,pain_during_bowel_movements,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,bloody_stool,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_during_bowel_movements,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,constipation,pain_in_anal_region,bloody_stool,pain_during_bowel_movements,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,irritation_in_anus,constipation,pain_during_bowel_movements,bloody_stool,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,pain_in_anal_region,constipation,irritation_in_anus,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_during_bowel_movements,bloody_stool,pain_in_anal_region,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,pain_during_bowel_movements,irritation_in_anus,pain_in_anal_region,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,pain_during_bowel_movements,pain_in_anal_region,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,pain_during_bowel_movements,pain_in_anal_region,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,irritation_in_anus,pain_during_bowel_movements,constipation,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,irritation_in_anus,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,bloody_stool,pain_in_anal_region,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,bloody_stool,constipation,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,bloody_stool,pain_during_bowel_movements,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_during_bowel_movements,irritation_in_anus,bloody_stool,pain_in_anal_region,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,pain_in_anal_region,constipation,pain_during_bowel_movements,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_in_anal_region,pain_during_bowel_movements,irritation_in_anus,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_in_anal_region,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,irritation_in_anus,pain_in_anal_region,pain_during_bowel_movements,constipation,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,irritation_in_anus,pain_in_anal_region,constipation,bloody_stool,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,pain_in_anal_region,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,pain_in_anal_region,pain_during_bowel_movements,constipation,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,pain_in_anal_region,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,constipation,irritation_in_anus,pain_during_bowel_movements,bloody_stool,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,pain_in_anal_region,constipation,irritation_in_anus,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,bloody_stool,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,pain_in_anal_region,constipation,pain_during_bowel_movements,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,constipation,irritation_in_anus,pain_in_anal_region,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,pain_during_bowel_movements,constipation,irritation_in_anus,pain_in_anal_region,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,pain_in_anal_region,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,irritation_in_anus,pain_in_anal_region,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,bloody_stool,irritation_in_anus,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,pain_in_anal_region,bloody_stool,irritation_in_anus,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,pain_during_bowel_movements,bloody_stool,pain_in_anal_region,constipation,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,irritation_in_anus,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,constipation,bloody_stool,pain_during_bowel_movements,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,pain_in_anal_region,irritation_in_anus,bloody_stool,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,constipation,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_in_anal_region,irritation_in_anus,bloody_stool,pain_during_bowel_movements,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,bloody_stool,constipation,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,bloody_stool,constipation,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,bloody_stool,irritation_in_anus,constipation,pain_in_anal_region,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,pain_during_bowel_movements,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,constipation,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,pain_during_bowel_movements,pain_in_anal_region,constipation,bloody_stool,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,bloody_stool,irritation_in_anus,constipation,pain_during_bowel_movements,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,pain_during_bowel_movements,bloody_stool,constipation,pain_in_anal_region,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,irritation_in_anus,pain_in_anal_region,pain_during_bowel_movements,constipation,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_during_bowel_movements,irritation_in_anus,bloody_stool,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,pain_in_anal_region,constipation,pain_during_bowel_movements,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,pain_in_anal_region,irritation_in_anus,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,bloody_stool,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,irritation_in_anus,pain_in_anal_region,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,constipation,irritation_in_anus,pain_in_anal_region,bloody_stool,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_in_anal_region,pain_during_bowel_movements,bloody_stool,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,irritation_in_anus,pain_during_bowel_movements,pain_in_anal_region,constipation,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,pain_during_bowel_movements,irritation_in_anus,constipation,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,irritation_in_anus,constipation,pain_in_anal_region,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_in_anal_region,irritation_in_anus,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,bloody_stool,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,irritation_in_anus,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_during_bowel_movements,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,pain_during_bowel_movements,constipation,bloody_stool,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,pain_during_bowel_movements,bloody_stool,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,pain_during_bowel_movements,pain_in_anal_region,constipation,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,irritation_in_anus,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,bloody_stool,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_during_bowel_movements,bloody_stool,pain_in_anal_region,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,constipation,irritation_in_anus,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,irritation_in_anus,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,constipation,bloody_stool,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,bloody_stool,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_during_bowel_movements,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,bloody_stool,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,pain_in_anal_region,pain_during_bowel_movements,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,constipation,pain_during_bowel_movements,pain_in_anal_region,bloody_stool,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_in_anal_region,bloody_stool,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,pain_in_anal_region,pain_during_bowel_movements,constipation,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,pain_in_anal_region,pain_during_bowel_movements,bloody_stool,constipation,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,bloody_stool,pain_in_anal_region,pain_during_bowel_movements,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,pain_during_bowel_movements,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,pain_during_bowel_movements,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,bloody_stool,irritation_in_anus,constipation,pain_during_bowel_movements,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,constipation,bloody_stool,pain_in_anal_region,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,pain_during_bowel_movements,constipation,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,irritation_in_anus,pain_in_anal_region,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,bloody_stool,pain_during_bowel_movements,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,irritation_in_anus,constipation,bloody_stool,pain_during_bowel_movements,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_in_anal_region,bloody_stool,irritation_in_anus,pain_during_bowel_movements,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,pain_during_bowel_movements,bloody_stool,irritation_in_anus,constipation,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,bloody_stool,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,pain_during_bowel_movements,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,constipation,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,bloody_stool,constipation,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,irritation_in_anus,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,bloody_stool,constipation,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,constipation,pain_during_bowel_movements,irritation_in_anus,pain_in_anal_region,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,irritation_in_anus,bloody_stool,pain_during_bowel_movements,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,pain_in_anal_region,bloody_stool,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,pain_in_anal_region,bloody_stool,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,irritation_in_anus,constipation,pain_during_bowel_movements,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,bloody_stool,constipation,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),bloody_stool,pain_during_bowel_movements,constipation,irritation_in_anus,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_in_anal_region,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,constipation,pain_in_anal_region,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,constipation,bloody_stool,pain_during_bowel_movements,irritation_in_anus,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,pain_during_bowel_movements,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_during_bowel_movements,bloody_stool,pain_in_anal_region,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,pain_in_anal_region,pain_during_bowel_movements,bloody_stool,constipation,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),constipation,pain_during_bowel_movements,irritation_in_anus,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_in_anal_region,pain_during_bowel_movements,bloody_stool,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,bloody_stool,,,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),irritation_in_anus,pain_in_anal_region,bloody_stool,pain_during_bowel_movements,,,,,,,,,,,,,
Dimorphic hemorrhoids(piles),pain_during_bowel_movements,constipation,bloody_stool,,,,,,,,,,,,,,
Common Cold,chills,throat_irritation,fatigue,mild_fever,swelled_lymph_nodes,cough,continuous_sneezing,chest_pain,headache,,,,,,,,
Common Cold,fatigue,mild_fever,chest_pain,congestion,runny_nose,cough,swelled_lymph_nodes,headache,,,,,,,,,
Common Cold,cough,mild_fever,congestion,throat_irritation,chest_pain,swelled_lymph_nodes,runny_nose,fatigue,,,,,,,,,
Common Cold,mild_fever,runny_nose,swelled_lymph_nodes,chills,headache,chest_pain,throat_irritation,fatigue,cough,continuous_sneezing,,,,,,,
Common Cold,mild_fever,chest_pain,throat_irritation,headache,runny_nose,continuous_sneezing,swelled_lymph_nodes,cough,fatigue,chills,congestion,,,,,,
Common Cold,runny_nose,chest_pain,swelled_lymph_nodes,congestion,chills,headache,mild_fever,throat_irritation,,,,,,,,,
Common Cold,runny_nose,fatigue,continuous_sneezing,cough,chest_pain,throat_irritation,headache,chills,mild_fever,congestion,swelled_lymph_nodes,,,,,,
Common Cold,runny_nose,headache,mild_fever,continuous_sneezing,throat_irritation,fatigue,chest_pain,swelled_lymph_nodes,,,,,,,,,
Common Cold,congestion,continuous_sneezing,headache,mild_fever,runny_nose,throat_irritation,chest_pain,swelled_lymph_nodes,fatigue,chills,cough,,,,,,
Common Cold,fatigue,chest_pain,mild_fever,chills,continuous_sneezing,swelled_lymph_nodes,congestion,throat_irritation,runny_nose,headache,cough,,,,,,
Common Cold,congestion,chills,continuous_sneezing,chest_pain,runny_nose,swelled_lymph_nodes,mild_fever,fatigue,,,,,,,,,
Common Cold,mild_fever,headache,cough,continuous_sneezing,fatigue,runny_nose,congestion,chills,,,,,,,,,
Common Cold,mild_fever,continuous_sneezing,congestion,swelled_lymph_nodes,chest_pain,runny_nose,throat_irritation,headache,cough,fatigue,,,,,,,
Common Cold,chills,fatigue,chest_pain,continuous_sneezing,throat_irritation,headache,swelled_lymph_nodes,cough,mild_fever,congestion,,,,,,,
Common Cold,headache,mild_fever,runny_nose,chills,fatigue,cough,swelled_lymph_nodes,continuous_sneezing,congestion,chest_pain,,,,,,,
Common Cold,chills,swelled_lymph_nodes,fatigue,throat_irritation,chest_pain,mild_fever,headache,continuous_sneezing,,,,,,,,,
Common Cold,continuous_sneezing,cough,runny_nose,chest_pain,swelled_lymph_nodes,mild_fever,chills,fatigue,throat_irritation,,,,,,,,
Common Cold,fatigue,headache,continuous_sneezing,congestion,runny_nose,swelled_lymph_nodes,chills,chest_pain,mild_fever,,,,,,,,
Common Cold,congestion,cough,throat_irritation,headache,chills,swelled_lymph_nodes,fatigue,chest_pain,mild_fever,runny_nose,,,,,,,
Common Cold,chills,chest_pain,runny_nose,mild_fever,fatigue,throat_irritation,headache,cough,congestion,continuous_sneezing,,,,,,,
Common Cold,throat_irritation,congestion,fatigue,cough,runny_nose,chest_pain,mild_fever,headache,,,,,,,,,
Common Cold,runny_nose,mild_fever,throat_irritation,headache,continuous_sneezing,chest_pain,chills,fatigue,congestion,,,,,,,,
Common Cold,headache,continuous_sneezing,chills,fatigue,cough,mild_fever,congestion,chest_pain,runny_nose,swelled_lymph_nodes,throat_irritation,,,,,,
Common Cold,chills,runny_nose,continuous_sneezing,fatigue,cough,congestion,chest_pain,headache,throat_irritation,mild_fever,,,,,,,
Common Cold,runny_nose,headache,fatigue,chest_pain,throat_irritation,chills,continuous_sneezing,cough,mild_fever,,,,,,,,
Common Cold,throat_irritation,swelled_lymph_nodes,congestion,mild_fever,cough,chills,fatigue,headache,chest_pain,runny_nose,continuous_sneezing,,,,,,
Common Cold,headache,continuous_sneezing,cough,chills,mild_fever,congestion,fatigue,runny_nose,swelled_lymph_nodes,throat_irritation,chest_pain,,,,,,
Common Cold,headache,throat_irritation,mild_fever,cough,swelled_lymph_nodes,chills,runny_nose,fatigue,continuous_sneezing,,,,,,,,
Common Cold,headache,fatigue,runny_nose,chest_pain,cough,chills,congestion,continuous_sneezing,,,,,,,,,
Common Cold,cough,fatigue,headache,mild_fever,continuous_sneezing,chills,runny_nose,chest_pain,swelled_lymph_nodes,,,,,,,,
Common Cold,cough,fatigue,mild_fever,runny_nose,continuous_sneezing,swelled_lymph_nodes,chills,throat_irritation,,,,,,,,,
Common Cold,chest_pain,mild_fever,congestion,cough,swelled_lymph_nodes,runny_nose,throat_irritation,headache,,,,,,,,,
Common Cold,chills,congestion,fatigue,runny_nose,throat_irritation,swelled_lymph_nodes,cough,mild_fever,chest_pain,,,,,,,,
Common Cold,throat_irritation,congestion,mild_fever,chills,fatigue,cough,headache,continuous_sneezing,runny_nose,swelled_lymph_nodes,chest_pain,,,,,,
Common Cold,runny_nose,swelled_lymph_nodes,mild_fever,continuous_sneezing,headache,congestion,cough,chest_pain,fatigue,throat_irritation,,,,,,,
Common Cold,chest_pain,cough,continuous_sneezing,throat_irritation,fatigue,swelled_lymph_nodes,mild_fever,congestion,chills,,,,,,,,
Common Cold,congestion,fatigue,headache,mild_fever,cough,runny_nose,swelled_lymph_nodes,continuous_sneezing,chills,,,,,,,,
Common Cold,fatigue,swelled_lymph_nodes,congestion,chills,cough,continuous_sneezing,throat_irritation,runny_nose,headache,chest_pain,mild_fever,,,,,,
Common Cold,runny_nose,fatigue,mild_fever,congestion,swelled_lymph_nodes,cough,continuous_sneezing,chest_pain,throat_irritation,,,,,,,,
Common Cold,congestion,continuous_sneezing,headache,swelled_lymph_nodes,fatigue,runny_nose,throat_irritation,cough,chest_pain,chills,mild_fever,,,,,,
Common Cold,mild_fever,runny_nose,chills,fatigue,cough,headache,congestion,continuous_sneezing,throat_irritation,chest_pain,,,,,,,
Common Cold,throat_irritation,headache,cough,chest_pain,mild_fever,continuous_sneezing,congestion,fatigue,runny_nose,swelled_lymph_nodes,,,,,,,
Common Cold,chest_pain,runny_nose,continuous_sneezing,throat_irritation,fatigue,cough,congestion,headache,mild_fever,chills,swelled_lymph_nodes,,,,,,
Common Cold,runny_nose,congestion,continuous_sneezing,chest_pain,fatigue,throat_irritation,mild_fever,headache,chills,cough,,,,,,,
Common Cold,cough,fatigue,chills,mild_fever,chest_pain,runny_nose,congestion,swelled_lymph_nodes,headache,throat_irritation,continuous_sneezing,,,,,,
Common Cold,throat_irritation,cough,mild_fever,chest_pain,continuous_sneezing,congestion,fatigue,headache,runny_nose,swelled_lymph_nodes,chills,,,,,,
Common Cold,mild_fever,chills,runny_nose,headache,cough,congestion,continuous_sneezing,throat_irritation,fatigue,swelled_lymph_nodes,chest_pain,,,,,,
Common Cold,chills,cough,headache,mild_fever,chest_pain,congestion,runny_nose,swelled_lymph_nodes,fatigue,continuous_sneezing,throat_irritation,,,,,,
Common Cold,cough,congestion,headache,fatigue,chest_pain,mild_fever,continuous_sneezing,swelled_lymph_nodes,runny_nose,chills,throat_irritation,,,,,,
Common Cold,congestion,cough,continuous_sneezing,swelled_lymph_nodes,runny_nose,chills,fatigue,headache,,,,,,,,,
Common Cold,throat_irritation,runny_nose,chills,cough,mild_fever,continuous_sneezing,fatigue,congestion,swelled_lymph_nodes,chest_pain,headache,,,,,,
Common Cold,swelled_lymph_nodes,throat_irritation,runny_nose,congestion,cough,headache,continuous_sneezing,fatigue,chills,chest_pain,mild_fever,,,,,,
Common Cold,fatigue,chest_pain,throat_irritation,cough,headache,runny_nose,chills,mild_fever,congestion,swelled_lymph_nodes,continuous_sneezing,,,,,,
Common Cold,swelled_lymph_nodes,chest_pain,mild_fever,runny_nose,continuous_sneezing,chills,headache,fatigue,,,,,,,,,
Common Cold,headache,runny_nose,chest_pain,mild_fever,continuous_sneezing,chills,swelled_lymph_nodes,throat_irritation,fatigue,cough,,,,,,,
